測站,日期,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
平鎮,2023/01/23 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/24 00:00:00,RAINFALL,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/25 00:00:00,RAINFALL,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/26 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/27 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/28 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/29 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/30 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/01/31 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/01 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/02 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/03 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/04 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/05 00:00:00,RAINFALL,0.0,0.5,0.0,0.5,0.0,0.5,3.0,4.5,1.5,1.0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,2,0.5,0.0,0.5,0.5,
平鎮,2023/02/06 00:00:00,RAINFALL,0.0,3.0,3.5,3.5,2.5,1.5,1.5,4.5,0.5,0.5,0,0.5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/07 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/08 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/09 00:00:00,RAINFALL,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,#,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/10 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/11 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/12 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/13 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,#,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/14 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.5,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/15 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/16 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/17 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/18 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/19 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/20 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/21 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/22 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/23 00:00:00,RAINFALL,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/24 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/25 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/26 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/27 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/02/28 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/01 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/02 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,#,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/03 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/04 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/05 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/06 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/07 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/08 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/09 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/10 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/11 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/12 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
平鎮,2023/03/13 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/14 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/15 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,#,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/16 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/17 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/18 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/19 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/20 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/21 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/22 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/23 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/24 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/25 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,16.5,2.0,5,0.5,0.0,0.0,0.0,
平鎮,2023/03/26 00:00:00,RAINFALL,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/27 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#,0,0,0,0,0,0,0.5,1.5,1,0.0,0.0,0.0,0.0,
平鎮,2023/03/28 00:00:00,RAINFALL,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/29 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0,0.5,0,0.5,0.0,0,0.0,0.5,0.0,0.0,
平鎮,2023/03/30 00:00:00,RAINFALL,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/03/31 00:00:00,RAINFALL,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/01 00:00:00,RAINFALL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0.5,0,3.5,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/02 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/03 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/04 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/05 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.5,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/06 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,#,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/07 00:00:00,RAINFALL,1.0,6.0,3.5,7.0,5.0,1.5,0.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/08 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/09 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/10 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/11 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/12 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/13 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/14 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/15 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,14,0.5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/16 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/17 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/18 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/19 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,10,4,3.0,3.0,2.5,0.5,5.0,3.5,1.0,
平鎮,2023/04/20 00:00:00,RAINFALL,8.5,2.5,14.5,16.5,1.5,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/21 00:00:00,RAINFALL,0.0,3.0,0.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/22 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/23 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/24 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0.5,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/25 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.0,0.0,0.0,
平鎮,2023/04/26 00:00:00,RAINFALL,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.5,0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/27 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/28 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/29 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/04/30 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/01 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/02 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/03 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/04 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/05 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/06 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.5,0.5,0.5,
平鎮,2023/05/07 00:00:00,RAINFALL,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,11,6.5,1,2.5,2.5,0.5,1,0.0,2.0,0.0,1.0,
平鎮,2023/05/08 00:00:00,RAINFALL,7.0,3.0,1.5,1.5,3.5,6.5,4.0,2.5,0.5,0.0,0,0.5,0,0,#,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/09 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/10 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/11 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/12 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/13 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/14 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/15 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/16 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/17 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/18 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,8.0,
平鎮,2023/05/19 00:00:00,RAINFALL,9.0,5.5,28.5,16.0,12.5,10.0,9.5,12.5,10.0,1.0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/20 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.5,1.0,6.5,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/21 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/22 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,#,0,0,0,0.0,0.0,10,6.0,30.5,30.0,10.5,
平鎮,2023/05/23 00:00:00,RAINFALL,1.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/24 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.0,4.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/25 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/26 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,0.0,
平鎮,2023/05/27 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/28 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/29 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/05/30 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,
平鎮,2023/05/31 00:00:00,RAINFALL,2.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0,0,0,1,16,2.5,0,0.0,0.0,0.5,9.0,4.0,1.5,0.0,
平鎮,2023/06/01 00:00:00,RAINFALL,0.0,0.5,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
平鎮,2023/06/02 00:00:00,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,
